Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
"2025-12-18 23:30";6,3;Rohdaten
"2025-12-18 23:45";6,2;Rohdaten
"2025-12-19 00:00";6,2;Rohdaten
"2025-12-19 00:15";6,2;Rohdaten
"2025-12-19 00:30";6,2;Rohdaten
"2025-12-19 00:45";6,2;Rohdaten
"2025-12-19 01:00";6,2;Rohdaten
"2025-12-19 01:15";6,2;Rohdaten
"2025-12-19 01:30";6,2;Rohdaten
"2025-12-19 01:45";6,2;Rohdaten
"2025-12-19 02:00";6,2;Rohdaten
"2025-12-19 02:15";6,2;Rohdaten
"2025-12-19 02:30";6,2;Rohdaten
"2025-12-19 02:45";6,2;Rohdaten
"2025-12-19 03:00";6,2;Rohdaten
"2025-12-19 03:15";6,1;Rohdaten
"2025-12-19 03:30";6,1;Rohdaten
"2025-12-19 03:45";6,1;Rohdaten
"2025-12-19 04:00";6,1;Rohdaten
"2025-12-19 04:15";6,1;Rohdaten
"2025-12-19 04:30";6,1;Rohdaten
"2025-12-19 04:45";6,1;Rohdaten
"2025-12-19 05:00";6,1;Rohdaten
"2025-12-19 05:15";6,0;Rohdaten
"2025-12-19 05:30";6,0;Rohdaten
"2025-12-19 05:45";6,0;Rohdaten
"2025-12-19 06:00";6,0;Rohdaten
"2025-12-19 06:15";6,0;Rohdaten
"2025-12-19 06:30";6,0;Rohdaten
"2025-12-19 06:45";6,0;Rohdaten
"2025-12-19 07:00";5,9;Rohdaten
"2025-12-19 07:15";5,9;Rohdaten
"2025-12-19 07:30";5,9;Rohdaten
"2025-12-19 07:45";5,9;Rohdaten
"2025-12-19 08:00";5,9;Rohdaten
"2025-12-19 08:15";5,9;Rohdaten
"2025-12-19 08:30";5,9;Rohdaten
"2025-12-19 08:45";5,8;Rohdaten
"2025-12-19 09:00";5,8;Rohdaten
"2025-12-19 09:15";5,8;Rohdaten
"2025-12-19 09:30";5,8;Rohdaten
"2025-12-19 09:45";5,8;Rohdaten
"2025-12-19 10:00";5,7;Rohdaten
"2025-12-19 10:15";5,7;Rohdaten
"2025-12-19 10:30";5,7;Rohdaten
"2025-12-19 10:45";5,7;Rohdaten
"2025-12-19 11:00";5,7;Rohdaten
"2025-12-19 11:15";5,7;Rohdaten
"2025-12-19 11:30";5,7;Rohdaten
"2025-12-19 11:45";5,7;Rohdaten
"2025-12-19 12:00";5,7;Rohdaten
"2025-12-19 12:15";5,7;Rohdaten
"2025-12-19 12:30";5,7;Rohdaten
"2025-12-19 12:45";5,7;Rohdaten
"2025-12-19 13:00";5,7;Rohdaten
"2025-12-19 13:15";5,7;Rohdaten
"2025-12-19 13:30";5,7;Rohdaten
"2025-12-19 13:45";5,8;Rohdaten
"2025-12-19 14:00";5,8;Rohdaten
"2025-12-19 14:15";5,8;Rohdaten
"2025-12-19 14:30";5,8;Rohdaten
"2025-12-19 14:45";5,8;Rohdaten
"2025-12-19 15:00";5,8;Rohdaten
"2025-12-19 15:15";5,8;Rohdaten
"2025-12-19 15:30";5,8;Rohdaten
"2025-12-19 15:45";5,8;Rohdaten
"2025-12-19 16:00";5,8;Rohdaten
"2025-12-19 16:15";5,8;Rohdaten
"2025-12-19 16:30";5,8;Rohdaten
"2025-12-19 16:45";5,8;Rohdaten
"2025-12-19 17:00";5,8;Rohdaten
"2025-12-19 17:15";5,8;Rohdaten
"2025-12-19 17:30";5,8;Rohdaten
"2025-12-19 17:45";5,8;Rohdaten
"2025-12-19 18:00";5,8;Rohdaten
"2025-12-19 18:15";5,8;Rohdaten
"2025-12-19 18:30";5,8;Rohdaten
"2025-12-19 18:45";5,8;Rohdaten
"2025-12-19 19:00";5,8;Rohdaten
"2025-12-19 19:15";5,8;Rohdaten
"2025-12-19 19:30";5,8;Rohdaten
"2025-12-19 19:45";5,8;Rohdaten
"2025-12-19 20:00";5,9;Rohdaten
"2025-12-19 20:15";5,9;Rohdaten
"2025-12-19 20:30";5,9;Rohdaten
"2025-12-19 20:45";5,9;Rohdaten
"2025-12-19 21:00";5,9;Rohdaten
"2025-12-19 21:15";5,9;Rohdaten
"2025-12-19 21:30";5,9;Rohdaten
"2025-12-19 21:45";5,9;Rohdaten
"2025-12-19 22:00";5,9;Rohdaten
"2025-12-19 22:15";5,9;Rohdaten
"2025-12-19 22:30";5,9;Rohdaten
"2025-12-19 22:45";5,9;Rohdaten
"2025-12-19 23:00";5,9;Rohdaten
"2025-12-19 23:15";5,9;Rohdaten
"2025-12-19 23:30";5,9;Rohdaten
"2025-12-19 23:45";5,9;Rohdaten
"2025-12-20 00:00";5,9;Rohdaten
"2025-12-20 00:15";5,9;Rohdaten
"2025-12-20 00:30";5,9;Rohdaten
"2025-12-20 00:45";5,9;Rohdaten
"2025-12-20 01:00";5,9;Rohdaten
"2025-12-20 01:15";5,9;Rohdaten
"2025-12-20 01:30";5,9;Rohdaten
"2025-12-20 01:45";5,9;Rohdaten
"2025-12-20 02:00";5,9;Rohdaten
"2025-12-20 02:15";5,9;Rohdaten
"2025-12-20 02:30";5,9;Rohdaten
"2025-12-20 02:45";5,9;Rohdaten
"2025-12-20 03:00";5,9;Rohdaten
"2025-12-20 03:15";5,9;Rohdaten
"2025-12-20 03:30";6,0;Rohdaten
"2025-12-20 03:45";6,0;Rohdaten
"2025-12-20 04:00";6,0;Rohdaten
"2025-12-20 04:15";6,0;Rohdaten
"2025-12-20 04:30";6,0;Rohdaten
"2025-12-20 04:45";6,0;Rohdaten
"2025-12-20 05:00";6,0;Rohdaten
"2025-12-20 05:15";6,0;Rohdaten
"2025-12-20 05:30";6,0;Rohdaten
"2025-12-20 05:45";6,0;Rohdaten
"2025-12-20 06:00";6,0;Rohdaten
"2025-12-20 06:15";6,0;Rohdaten
"2025-12-20 06:30";6,0;Rohdaten
"2025-12-20 06:45";6,0;Rohdaten
"2025-12-20 07:00";6,0;Rohdaten
"2025-12-20 07:15";6,0;Rohdaten
"2025-12-20 07:30";6,0;Rohdaten
"2025-12-20 07:45";6,0;Rohdaten
"2025-12-20 08:00";6,0;Rohdaten
"2025-12-20 08:15";5,9;Rohdaten
"2025-12-20 08:30";5,9;Rohdaten
"2025-12-20 08:45";5,9;Rohdaten
"2025-12-20 09:00";5,9;Rohdaten
"2025-12-20 09:15";5,9;Rohdaten
"2025-12-20 09:30";5,9;Rohdaten
"2025-12-20 09:45";5,9;Rohdaten
"2025-12-20 10:00";5,9;Rohdaten
"2025-12-20 10:15";5,9;Rohdaten
"2025-12-20 10:30";5,9;Rohdaten
"2025-12-20 10:45";5,9;Rohdaten
"2025-12-20 11:00";5,9;Rohdaten
"2025-12-20 11:15";5,9;Rohdaten
"2025-12-20 11:30";5,9;Rohdaten
"2025-12-20 11:45";5,9;Rohdaten
"2025-12-20 12:00";5,9;Rohdaten
"2025-12-20 12:15";5,9;Rohdaten
"2025-12-20 12:30";5,9;Rohdaten
"2025-12-20 12:45";5,9;Rohdaten
"2025-12-20 13:00";5,9;Rohdaten
"2025-12-20 13:15";5,9;Rohdaten
"2025-12-20 13:30";6,0;Rohdaten
"2025-12-20 13:45";6,0;Rohdaten
"2025-12-20 14:00";6,0;Rohdaten
"2025-12-20 14:15";6,0;Rohdaten
"2025-12-20 14:30";6,0;Rohdaten
"2025-12-20 14:45";6,0;Rohdaten
"2025-12-20 15:00";6,0;Rohdaten
"2025-12-20 15:15";6,0;Rohdaten
"2025-12-20 15:30";5,9;Rohdaten
"2025-12-20 15:45";5,9;Rohdaten
"2025-12-20 16:00";5,9;Rohdaten
"2025-12-20 16:15";5,9;Rohdaten
"2025-12-20 16:30";5,9;Rohdaten
"2025-12-20 16:45";5,9;Rohdaten
"2025-12-20 17:00";5,9;Rohdaten
"2025-12-20 17:15";5,9;Rohdaten
"2025-12-20 17:30";5,8;Rohdaten
"2025-12-20 17:45";5,8;Rohdaten
"2025-12-20 18:00";5,8;Rohdaten
"2025-12-20 18:15";5,8;Rohdaten
"2025-12-20 18:30";5,8;Rohdaten
"2025-12-20 18:45";5,8;Rohdaten
"2025-12-20 19:00";5,8;Rohdaten
"2025-12-20 19:15";5,8;Rohdaten
"2025-12-20 19:30";5,8;Rohdaten
"2025-12-20 19:45";5,8;Rohdaten
"2025-12-20 20:00";5,8;Rohdaten
"2025-12-20 20:15";5,8;Rohdaten
"2025-12-20 20:30";5,8;Rohdaten
"2025-12-20 20:45";5,8;Rohdaten
"2025-12-20 21:00";5,8;Rohdaten
"2025-12-20 21:15";5,8;Rohdaten
"2025-12-20 21:30";5,8;Rohdaten
"2025-12-20 21:45";5,7;Rohdaten
"2025-12-20 22:00";5,7;Rohdaten
"2025-12-20 22:15";5,7;Rohdaten
"2025-12-20 22:30";5,7;Rohdaten
"2025-12-20 22:45";5,7;Rohdaten
"2025-12-20 23:00";5,7;Rohdaten
"2025-12-20 23:15";5,7;Rohdaten
"2025-12-20 23:30";5,6;Rohdaten
"2025-12-20 23:45";5,6;Rohdaten
"2025-12-21 00:00";5,6;Rohdaten
"2025-12-21 00:15";5,6;Rohdaten
"2025-12-21 00:30";5,5;Rohdaten
"2025-12-21 00:45";5,5;Rohdaten
"2025-12-21 01:00";5,5;Rohdaten
"2025-12-21 01:15";5,5;Rohdaten
"2025-12-21 01:30";5,5;Rohdaten
"2025-12-21 01:45";5,5;Rohdaten
"2025-12-21 02:00";5,4;Rohdaten
"2025-12-21 02:15";5,4;Rohdaten
"2025-12-21 02:30";5,4;Rohdaten
"2025-12-21 02:45";5,4;Rohdaten
"2025-12-21 03:00";5,4;Rohdaten
"2025-12-21 03:15";5,4;Rohdaten
"2025-12-21 03:30";5,4;Rohdaten
"2025-12-21 03:45";5,4;Rohdaten
"2025-12-21 04:00";5,4;Rohdaten
"2025-12-21 04:15";5,4;Rohdaten
"2025-12-21 04:30";5,4;Rohdaten
"2025-12-21 04:45";5,4;Rohdaten
"2025-12-21 05:00";5,4;Rohdaten
"2025-12-21 05:15";5,4;Rohdaten
"2025-12-21 05:30";5,4;Rohdaten
"2025-12-21 05:45";5,4;Rohdaten
"2025-12-21 06:00";5,4;Rohdaten
"2025-12-21 06:15";5,4;Rohdaten
"2025-12-21 06:30";5,4;Rohdaten
"2025-12-21 06:45";5,4;Rohdaten
"2025-12-21 07:00";5,4;Rohdaten
"2025-12-21 07:15";5,3;Rohdaten
"2025-12-21 07:30";5,3;Rohdaten
"2025-12-21 07:45";5,3;Rohdaten
"2025-12-21 08:00";5,3;Rohdaten
"2025-12-21 08:15";5,3;Rohdaten
"2025-12-21 08:30";5,3;Rohdaten
"2025-12-21 08:45";5,3;Rohdaten
"2025-12-21 09:00";5,3;Rohdaten
"2025-12-21 09:15";5,3;Rohdaten
"2025-12-21 09:30";5,3;Rohdaten
"2025-12-21 09:45";5,3;Rohdaten
"2025-12-21 10:00";5,3;Rohdaten
"2025-12-21 10:15";5,3;Rohdaten
"2025-12-21 10:30";5,3;Rohdaten
"2025-12-21 10:45";5,3;Rohdaten
"2025-12-21 11:00";5,3;Rohdaten
"2025-12-21 11:15";5,3;Rohdaten
"2025-12-21 11:30";5,3;Rohdaten
"2025-12-21 11:45";5,3;Rohdaten
"2025-12-21 12:00";5,3;Rohdaten
"2025-12-21 12:15";5,3;Rohdaten
"2025-12-21 12:30";5,3;Rohdaten
"2025-12-21 12:45";5,3;Rohdaten
"2025-12-21 13:00";5,3;Rohdaten
"2025-12-21 13:15";5,3;Rohdaten
"2025-12-21 13:30";5,3;Rohdaten
"2025-12-21 13:45";5,3;Rohdaten
"2025-12-21 14:00";5,3;Rohdaten
"2025-12-21 14:15";5,3;Rohdaten
"2025-12-21 14:30";5,3;Rohdaten
"2025-12-21 14:45";5,2;Rohdaten
"2025-12-21 15:00";5,2;Rohdaten
"2025-12-21 15:15";5,2;Rohdaten
"2025-12-21 15:30";5,2;Rohdaten
"2025-12-21 15:45";5,2;Rohdaten
"2025-12-21 16:00";5,2;Rohdaten
"2025-12-21 16:15";5,2;Rohdaten
"2025-12-21 16:30";5,2;Rohdaten
"2025-12-21 16:45";5,2;Rohdaten
"2025-12-21 17:00";5,2;Rohdaten
"2025-12-21 17:15";5,2;Rohdaten
"2025-12-21 17:30";5,2;Rohdaten
"2025-12-21 17:45";5,2;Rohdaten
"2025-12-21 18:00";5,1;Rohdaten
"2025-12-21 18:15";5,1;Rohdaten
"2025-12-21 18:30";5,1;Rohdaten
"2025-12-21 18:45";5,1;Rohdaten
"2025-12-21 19:00";5,1;Rohdaten
"2025-12-21 19:15";5,1;Rohdaten
"2025-12-21 19:30";5,1;Rohdaten
"2025-12-21 19:45";5,1;Rohdaten
"2025-12-21 20:00";5,1;Rohdaten
"2025-12-21 20:15";5,1;Rohdaten
"2025-12-21 20:30";5,1;Rohdaten
"2025-12-21 20:45";5,1;Rohdaten
"2025-12-21 21:00";5,1;Rohdaten
"2025-12-21 21:15";5,1;Rohdaten
"2025-12-21 21:30";5,1;Rohdaten
"2025-12-21 21:45";5,1;Rohdaten
"2025-12-21 22:00";5,1;Rohdaten
"2025-12-21 22:15";5,1;Rohdaten
"2025-12-21 22:30";5,1;Rohdaten
"2025-12-21 22:45";5,1;Rohdaten
"2025-12-21 23:00";5,1;Rohdaten
"2025-12-21 23:15";5,1;Rohdaten
"2025-12-21 23:30";5,1;Rohdaten
"2025-12-21 23:45";5,1;Rohdaten
"2025-12-22 00:00";5,1;Rohdaten
"2025-12-22 00:15";5,1;Rohdaten
"2025-12-22 00:30";5,1;Rohdaten
"2025-12-22 00:45";5,1;Rohdaten
"2025-12-22 01:00";5,1;Rohdaten
"2025-12-22 01:15";5,1;Rohdaten
"2025-12-22 01:30";5,1;Rohdaten
"2025-12-22 01:45";5,1;Rohdaten
"2025-12-22 02:00";5,1;Rohdaten
"2025-12-22 02:15";5,1;Rohdaten
"2025-12-22 02:30";5,1;Rohdaten
"2025-12-22 02:45";5,1;Rohdaten
"2025-12-22 03:00";5,1;Rohdaten
"2025-12-22 03:15";5,1;Rohdaten
"2025-12-22 03:30";5,1;Rohdaten
"2025-12-22 03:45";5,1;Rohdaten
"2025-12-22 04:00";5,1;Rohdaten
"2025-12-22 04:15";5,1;Rohdaten
"2025-12-22 04:30";5,1;Rohdaten
"2025-12-22 04:45";5,1;Rohdaten
"2025-12-22 05:00";5,1;Rohdaten
"2025-12-22 05:15";5,1;Rohdaten
"2025-12-22 05:30";5,1;Rohdaten
"2025-12-22 05:45";5,1;Rohdaten
"2025-12-22 06:00";5,1;Rohdaten
"2025-12-22 06:15";5,2;Rohdaten
"2025-12-22 06:30";5,2;Rohdaten
"2025-12-22 06:45";5,2;Rohdaten
"2025-12-22 07:00";5,2;Rohdaten
"2025-12-22 07:15";5,2;Rohdaten
"2025-12-22 07:30";5,2;Rohdaten
"2025-12-22 07:45";5,2;Rohdaten
"2025-12-22 08:00";5,2;Rohdaten
"2025-12-22 08:15";5,2;Rohdaten
"2025-12-22 08:30";5,2;Rohdaten
"2025-12-22 08:45";5,1;Rohdaten
"2025-12-22 09:00";5,1;Rohdaten
"2025-12-22 09:15";5,1;Rohdaten
"2025-12-22 09:30";5,1;Rohdaten
"2025-12-22 09:45";5,1;Rohdaten
"2025-12-22 10:00";5,1;Rohdaten
"2025-12-22 10:15";5,1;Rohdaten
"2025-12-22 10:30";5,1;Rohdaten
"2025-12-22 10:45";5,1;Rohdaten
"2025-12-22 11:00";5,1;Rohdaten
"2025-12-22 11:15";5,1;Rohdaten
"2025-12-22 11:30";5,1;Rohdaten
"2025-12-22 11:45";5,1;Rohdaten
"2025-12-22 12:00";5,1;Rohdaten
"2025-12-22 12:15";5,1;Rohdaten
"2025-12-22 12:30";5,1;Rohdaten
"2025-12-22 12:45";5,1;Rohdaten
"2025-12-22 13:00";5,1;Rohdaten
"2025-12-22 13:15";5,1;Rohdaten
"2025-12-22 13:30";5,1;Rohdaten
"2025-12-22 13:45";5,1;Rohdaten
"2025-12-22 14:00";5,1;Rohdaten
"2025-12-22 14:15";5,1;Rohdaten
"2025-12-22 14:30";5,1;Rohdaten
"2025-12-22 14:45";5,1;Rohdaten
"2025-12-22 15:00";5,1;Rohdaten
"2025-12-22 15:15";5,1;Rohdaten
"2025-12-22 15:30";5,1;Rohdaten
"2025-12-22 15:45";5,0;Rohdaten
"2025-12-22 16:00";5,0;Rohdaten
"2025-12-22 16:15";5,0;Rohdaten
"2025-12-22 16:30";5,0;Rohdaten
"2025-12-22 16:45";5,0;Rohdaten
"2025-12-22 17:00";5,0;Rohdaten
"2025-12-22 17:15";5,0;Rohdaten
"2025-12-22 17:30";5,0;Rohdaten
"2025-12-22 17:45";5,0;Rohdaten
"2025-12-22 18:00";5,0;Rohdaten
"2025-12-22 18:15";5,0;Rohdaten
"2025-12-22 18:30";5,0;Rohdaten
"2025-12-22 18:45";5,0;Rohdaten
"2025-12-22 19:00";5,0;Rohdaten
"2025-12-22 19:15";5,0;Rohdaten
"2025-12-22 19:30";5,0;Rohdaten
"2025-12-22 19:45";5,0;Rohdaten
"2025-12-22 20:00";5,0;Rohdaten
"2025-12-22 20:15";5,0;Rohdaten
"2025-12-22 20:30";5,0;Rohdaten
"2025-12-22 20:45";5,0;Rohdaten
"2025-12-22 21:00";5,0;Rohdaten
"2025-12-22 21:15";5,0;Rohdaten
"2025-12-22 21:30";5,0;Rohdaten
"2025-12-22 21:45";4,9;Rohdaten
"2025-12-22 22:00";4,9;Rohdaten
"2025-12-22 22:15";4,9;Rohdaten
"2025-12-22 22:30";4,9;Rohdaten
"2025-12-22 22:45";4,9;Rohdaten
"2025-12-22 23:00";4,9;Rohdaten
"2025-12-22 23:15";4,9;Rohdaten
"2025-12-22 23:30";4,9;Rohdaten
"2025-12-22 23:45";4,9;Rohdaten
"2025-12-23 00:00";4,9;Rohdaten
"2025-12-23 00:15";4,9;Rohdaten
"2025-12-23 00:30";4,9;Rohdaten
"2025-12-23 00:45";4,9;Rohdaten
"2025-12-23 01:00";4,9;Rohdaten
"2025-12-23 01:15";4,9;Rohdaten
"2025-12-23 01:30";4,9;Rohdaten
"2025-12-23 01:45";4,9;Rohdaten
"2025-12-23 02:00";4,9;Rohdaten
"2025-12-23 02:15";4,9;Rohdaten
"2025-12-23 02:30";4,9;Rohdaten
"2025-12-23 02:45";4,9;Rohdaten
"2025-12-23 03:00";4,9;Rohdaten
"2025-12-23 03:15";5,0;Rohdaten
"2025-12-23 03:30";5,0;Rohdaten
"2025-12-23 03:45";5,0;Rohdaten
"2025-12-23 04:00";5,0;Rohdaten
"2025-12-23 04:15";5,0;Rohdaten
"2025-12-23 04:30";5,0;Rohdaten
"2025-12-23 04:45";5,0;Rohdaten
"2025-12-23 05:00";5,0;Rohdaten
"2025-12-23 05:15";5,0;Rohdaten
"2025-12-23 05:30";5,0;Rohdaten
"2025-12-23 05:45";5,0;Rohdaten
"2025-12-23 06:00";5,0;Rohdaten
"2025-12-23 06:15";5,0;Rohdaten
"2025-12-23 06:30";5,0;Rohdaten
"2025-12-23 06:45";5,1;Rohdaten
"2025-12-23 07:00";5,1;Rohdaten
"2025-12-23 07:15";5,1;Rohdaten
"2025-12-23 07:30";5,1;Rohdaten
"2025-12-23 07:45";5,1;Rohdaten
"2025-12-23 08:00";5,1;Rohdaten
"2025-12-23 08:15";5,1;Rohdaten
"2025-12-23 08:30";5,1;Rohdaten
"2025-12-23 08:45";5,1;Rohdaten
"2025-12-23 09:00";5,1;Rohdaten
"2025-12-23 09:15";5,1;Rohdaten
"2025-12-23 09:30";5,1;Rohdaten
"2025-12-23 09:45";5,1;Rohdaten
"2025-12-23 10:00";5,0;Rohdaten
"2025-12-23 10:15";5,0;Rohdaten
"2025-12-23 10:30";5,0;Rohdaten
"2025-12-23 10:45";5,0;Rohdaten
"2025-12-23 11:00";5,0;Rohdaten
"2025-12-23 11:15";5,0;Rohdaten
"2025-12-23 11:30";5,0;Rohdaten
"2025-12-23 11:45";5,0;Rohdaten
"2025-12-23 12:00";5,0;Rohdaten
"2025-12-23 12:15";5,0;Rohdaten
"2025-12-23 12:30";5,0;Rohdaten
"2025-12-23 12:45";5,0;Rohdaten
"2025-12-23 13:00";5,0;Rohdaten
"2025-12-23 13:15";5,0;Rohdaten
"2025-12-23 13:30";5,0;Rohdaten
"2025-12-23 13:45";5,0;Rohdaten
"2025-12-23 14:00";5,0;Rohdaten
"2025-12-23 14:15";5,0;Rohdaten
"2025-12-23 14:30";5,0;Rohdaten
"2025-12-23 14:45";5,0;Rohdaten
"2025-12-23 15:00";5,0;Rohdaten
"2025-12-23 15:15";5,0;Rohdaten
"2025-12-23 15:30";5,0;Rohdaten
"2025-12-23 15:45";5,0;Rohdaten
"2025-12-23 16:00";5,0;Rohdaten
"2025-12-23 16:15";5,0;Rohdaten
"2025-12-23 16:30";5,0;Rohdaten
"2025-12-23 16:45";5,0;Rohdaten
"2025-12-23 17:00";5,0;Rohdaten
"2025-12-23 17:15";5,0;Rohdaten
"2025-12-23 17:30";5,0;Rohdaten
"2025-12-23 17:45";5,0;Rohdaten
"2025-12-23 18:00";4,9;Rohdaten
"2025-12-23 18:15";5,0;Rohdaten
"2025-12-23 18:30";4,9;Rohdaten
"2025-12-23 18:45";4,9;Rohdaten
"2025-12-23 19:00";4,9;Rohdaten
"2025-12-23 19:15";4,9;Rohdaten
"2025-12-23 19:30";4,9;Rohdaten
"2025-12-23 19:45";4,9;Rohdaten
"2025-12-23 20:00";4,9;Rohdaten
"2025-12-23 20:15";4,9;Rohdaten
"2025-12-23 20:30";4,9;Rohdaten
"2025-12-23 20:45";4,9;Rohdaten
"2025-12-23 21:00";4,9;Rohdaten
"2025-12-23 21:15";4,9;Rohdaten
"2025-12-23 21:30";4,9;Rohdaten
"2025-12-23 21:45";4,9;Rohdaten
"2025-12-23 22:00";4,9;Rohdaten
"2025-12-23 22:15";4,9;Rohdaten
"2025-12-23 22:30";4,9;Rohdaten
"2025-12-23 22:45";4,9;Rohdaten
"2025-12-23 23:00";4,9;Rohdaten
"2025-12-23 23:15";4,9;Rohdaten
"2025-12-23 23:30";4,9;Rohdaten
"2025-12-23 23:45";4,9;Rohdaten
"2025-12-24 00:00";4,9;Rohdaten
"2025-12-24 00:15";4,9;Rohdaten
"2025-12-24 00:30";4,9;Rohdaten
"2025-12-24 00:45";4,9;Rohdaten
"2025-12-24 01:00";4,9;Rohdaten
"2025-12-24 01:15";4,9;Rohdaten
"2025-12-24 01:30";4,9;Rohdaten
"2025-12-24 01:45";4,9;Rohdaten
"2025-12-24 02:00";4,9;Rohdaten
"2025-12-24 02:15";4,9;Rohdaten
"2025-12-24 02:30";4,9;Rohdaten
"2025-12-24 02:45";4,9;Rohdaten
"2025-12-24 03:00";4,9;Rohdaten
"2025-12-24 03:15";4,9;Rohdaten
"2025-12-24 03:30";4,9;Rohdaten
"2025-12-24 03:45";4,9;Rohdaten
"2025-12-24 04:00";5,0;Rohdaten
"2025-12-24 04:15";5,0;Rohdaten
"2025-12-24 04:30";5,0;Rohdaten
"2025-12-24 04:45";5,0;Rohdaten
"2025-12-24 05:00";5,0;Rohdaten
"2025-12-24 05:15";5,0;Rohdaten
"2025-12-24 05:30";5,0;Rohdaten
"2025-12-24 05:45";4,9;Rohdaten
"2025-12-24 06:00";4,9;Rohdaten
"2025-12-24 06:15";4,9;Rohdaten
"2025-12-24 06:30";4,9;Rohdaten
"2025-12-24 06:45";4,9;Rohdaten
"2025-12-24 07:00";5,0;Rohdaten
"2025-12-24 07:15";4,9;Rohdaten
"2025-12-24 07:30";4,9;Rohdaten
"2025-12-24 07:45";4,9;Rohdaten
"2025-12-24 08:00";4,9;Rohdaten
"2025-12-24 08:15";4,9;Rohdaten
"2025-12-24 08:30";4,9;Rohdaten
"2025-12-24 08:45";4,9;Rohdaten
"2025-12-24 09:00";4,9;Rohdaten
"2025-12-24 09:15";4,9;Rohdaten
"2025-12-24 09:30";4,9;Rohdaten
"2025-12-24 09:45";4,9;Rohdaten
"2025-12-24 10:00";4,9;Rohdaten
"2025-12-24 10:15";4,9;Rohdaten
"2025-12-24 10:30";4,9;Rohdaten
"2025-12-24 10:45";4,9;Rohdaten
"2025-12-24 11:00";4,8;Rohdaten
"2025-12-24 11:15";4,8;Rohdaten
"2025-12-24 11:30";4,8;Rohdaten
"2025-12-24 11:45";4,8;Rohdaten
"2025-12-24 12:00";4,8;Rohdaten
"2025-12-24 12:15";4,8;Rohdaten
"2025-12-24 12:30";4,8;Rohdaten
"2025-12-24 12:45";4,8;Rohdaten
"2025-12-24 13:00";4,8;Rohdaten
"2025-12-24 13:15";4,8;Rohdaten
"2025-12-24 13:30";4,8;Rohdaten
"2025-12-24 13:45";4,8;Rohdaten
"2025-12-24 14:00";4,8;Rohdaten
"2025-12-24 14:15";4,7;Rohdaten
"2025-12-24 14:30";4,7;Rohdaten
"2025-12-24 14:45";4,7;Rohdaten
"2025-12-24 15:00";4,7;Rohdaten
"2025-12-24 15:15";4,7;Rohdaten
"2025-12-24 15:30";4,7;Rohdaten
"2025-12-24 15:45";4,7;Rohdaten
"2025-12-24 16:00";4,7;Rohdaten
"2025-12-24 16:15";4,7;Rohdaten
"2025-12-24 16:30";4,7;Rohdaten
"2025-12-24 16:45";4,6;Rohdaten
"2025-12-24 17:00";4,6;Rohdaten
"2025-12-24 17:15";4,6;Rohdaten
"2025-12-24 17:30";4,6;Rohdaten
"2025-12-24 17:45";4,6;Rohdaten
"2025-12-24 18:00";4,6;Rohdaten
"2025-12-24 18:15";4,6;Rohdaten
"2025-12-24 18:30";4,6;Rohdaten
"2025-12-24 18:45";4,6;Rohdaten
"2025-12-24 19:00";4,6;Rohdaten
"2025-12-24 19:15";4,6;Rohdaten
"2025-12-24 19:30";4,6;Rohdaten
"2025-12-24 19:45";4,6;Rohdaten
"2025-12-24 20:00";4,6;Rohdaten
"2025-12-24 20:15";4,6;Rohdaten
"2025-12-24 20:30";4,5;Rohdaten
"2025-12-24 20:45";4,5;Rohdaten
"2025-12-24 21:00";4,5;Rohdaten
"2025-12-24 21:15";4,5;Rohdaten
"2025-12-24 21:30";4,5;Rohdaten
"2025-12-24 21:45";4,5;Rohdaten
"2025-12-24 22:00";4,5;Rohdaten
"2025-12-24 22:15";4,5;Rohdaten
"2025-12-24 22:30";4,5;Rohdaten
"2025-12-24 22:45";4,5;Rohdaten
"2025-12-24 23:00";4,5;Rohdaten
"2025-12-24 23:15";4,5;Rohdaten
"2025-12-24 23:30";4,5;Rohdaten
"2025-12-24 23:45";4,5;Rohdaten
"2025-12-25 00:00";4,5;Rohdaten
